stattrak m4a4 | howl (factory new),24564.8247
butterfly knife | doppler (factory new),24164.1156
stattrak m4a4 | howl (minimal wear),16300.4169
m9 bayonet | doppler (factory new),15997.6182
awp | dragon lore (factory new),15115.9596
awp | dragon lore (minimal wear),11726.2491
sport gloves | amphibious (factory new),9660.9051
m9 bayonet | crimson web (factory new),9169.0188
stattrak ak-47 | fire serpent (factory new),9038.0283
karambit | doppler (factory new),8139.1554
talon knife | doppler (factory new),7428.6819
bayonet | doppler (factory new),6887.4033
m4a4 | howl (minimal wear),6303.4656
specialist gloves | fade (factory new),5935.4181
talon knife | doppler (factory new),5883.2079
hand wraps | cobalt skulls (factory new),4925.6985
m4a4 | howl (field-tested),4872.177
sport gloves | omega (factory new),4512.5925
sport gloves | pandora's box (field-tested),4100.6304
stattrak ak-47 | fire serpent (minimal wear),3953.8299
ursus knife | doppler (factory new),3862.3458
flip knife | doppler (factory new),3798.5943
sport gloves | superconductor (minimal wear),3750.411
stattrak m9 bayonet | lore (factory new),3653.2632
awp | the prince (field-tested),3630.8502
awp | medusa (minimal wear),3607.4793
butterfly knife | ultraviolet (factory new),3574.5108
sport gloves | slingshot (minimal wear),3519.1479
moto gloves | pow! (factory new),3274.6509
ak-47 | fire serpent (factory new),3234.0192
m4a1-s | knight (factory new),3179.856
specialist gloves | crimson kimono (minimal wear),3134.007
m9 bayonet | lore (factory new),3110.4687
awp | the prince (battle-scarred),2996.7669
awp | medusa (field-tested),2921.8647
stattrak karambit | lore (factory new),2803.0014
aug | akihabara accept (minimal wear),2788.7631
sport gloves | pandora's box (well-worn),2767.3452
stattrak butterfly knife | fade (factory new),2726.9832
flip knife | doppler (factory new),2711.415
stattrak skeleton knife | crimson web (minimal wear),2618.4429
m4a1-s | welcome to the jungle (minimal wear),2570.6223
stattrak ak-47 | fire serpent (field-tested),2502.2301
karambit | lore (factory new),2409.9927
stattrak skeleton knife | fade (factory new),2379.4794
stattrak butterfly knife | crimson web (minimal wear),2340.5868
moto gloves | polygon (factory new),2299.332
stattrak karambit | fade (factory new),2291.6967
skeleton knife | fade (factory new),2274.8079
skeleton knife | fade (minimal wear),2219.2869
butterfly knife | marble fade (minimal wear),2179.9665
butterfly knife | crimson web (minimal wear),2177.8275
stattrak m9 bayonet | lore (minimal wear),2166.0165
ak-47 | x-ray (minimal wear),2141.7621
butterfly knife | marble fade (factory new),2138.2932
butterfly knife | doppler (factory new),2105.4456
karambit | gamma doppler (factory new),1996.6821
sport gloves | vice (field-tested),1926.8856
huntsman knife | doppler (factory new),1865.8311
hand wraps | overprint (factory new),1858.4283
skeleton knife | case hardened (factory new),1812.7281
karambit | fade (minimal wear),1801.8285
karambit | autotronic (factory new),1798.1178
specialist gloves | mogul (factory new),1743.7593
m9 bayonet | crimson web (minimal wear),1684.7973
moto gloves | turtle (factory new),1679.5986
sport gloves | nocts (minimal wear),1658.1993
mp9 | wild lily (factory new),1595.415
butterfly knife | doppler (factory new),1595.0151
stattrak skeleton knife | crimson web (field-tested),1588.9701
butterfly knife | tiger tooth (minimal wear),1581.1023
moto gloves | spearmint (field-tested),1571.4396
stattrak karambit | lore (minimal wear),1530.6033
bowie knife | doppler (factory new),1485.3495
mp9 | wild lily (minimal wear),1466.4891
huntsman knife | doppler (factory new),1428.8148
stattrak karambit | marble fade (factory new),1418.2128
stattrak karambit | crimson web (minimal wear),1406.7366
stattrak ak-47 | vulcan (factory new),1372.7079
m9 bayonet | gamma doppler (factory new),1353.5499
karambit | lore (minimal wear),1342.0458
talon knife | ultraviolet (factory new),1336.0566
sport gloves | bronze morph (factory new),1335.3033
talon knife | fade (minimal wear),1313.0298
ak-47 | fire serpent (minimal wear),1312.8438
ak-47 | hydroponic (minimal wear),1294.1229
stattrak karambit | autotronic (minimal wear),1284.0696
stattrak talon knife | fade (factory new),1279.0476
karambit | crimson web (minimal wear),1277.1783
stattrak butterfly knife | ultraviolet (minimal wear),1268.7711
karambit | marble fade (minimal wear),1265.3208
butterfly knife | ultraviolet (minimal wear),1219.3509
souvenir desert eagle | hand cannon (factory new),1214.6358
driver gloves | overtake (factory new),1208.6652
stattrak karambit | slaughter (factory new),1206.7122
bloodhound gloves | snakebite (factory new),1204.9452
stattrak m9 bayonet | marble fade (factory new),1194.399
stattrak m9 bayonet | fade (factory new),1179.1749
ak-47 | x-ray (field-tested),1172.2557
karambit | doppler (factory new),1167.5127
m9 bayonet | marble fade (factory new),1141.7703
stattrak butterfly knife | damascus steel (factory new),1126.8438
m9 bayonet | marble fade (minimal wear),1121.9148
specialist gloves | crimson kimono (well-worn),1115.5722
m9 bayonet | fade (factory new),1113.7773
falchion knife | doppler (factory new),1111.8801
karambit | gamma doppler (factory new),1093.9683
stattrak skeleton knife,1072.2621
flip knife | doppler (factory new),1063.2783
stattrak karambit | tiger tooth (factory new),1052.4066
stattrak skeleton knife | case hardened (minimal wear),1021.698
driver gloves | crimson weave (minimal wear),1018.9917
stattrak butterfly knife | night (minimal wear),999.099
karambit | slaughter (factory new),990.8592
karambit | black laminate (factory new),987.6414
stattrak bayonet | lore (minimal wear),984.8793
esl one cologne 2015 cobblestone souvenir package,976.1466
butterfly knife | crimson web (field-tested),972.5754
stattrak m9 bayonet | lore (field-tested),960.0576
karambit | tiger tooth (minimal wear),957.4815
stattrak karambit | autotronic (field-tested),954.6171
stattrak talon knife | marble fade (factory new),952.7385
cologne 2016 cobblestone souvenir package,950.3763
specialist gloves | foundation (minimal wear),947.0376
stattrak butterfly knife | blue steel (minimal wear),944.8149
broken fang gloves | jade (minimal wear),938.277
karambit | doppler (factory new),926.6892
m4a1-s | welcome to the jungle (battle-scarred),924.9315
hand wraps | spruce ddpat (factory new),916.9056
skeleton knife | stained (factory new),914.841
talon knife | doppler (factory new),912.0696
stattrak karambit | case hardened (minimal wear),905.262
stattrak butterfly knife | blue steel (well-worn),899.5053
moto gloves | cool mint (minimal wear),891.4887
skeleton knife | blue steel (factory new),890.4936
karambit | autotronic (well-worn),890.4564
karambit | doppler (factory new),887.7687
skeleton knife | crimson web (battle-scarred),886.6992
talon knife | marble fade (minimal wear),886.4946
m9 bayonet | lore (field-tested),885.4716
m9 bayonet | gamma doppler (factory new),883.5186
m9 bayonet | gamma doppler (factory new),883.2396
sport gloves | arid (minimal wear),876.3576
stattrak bayonet | fade (factory new),872.6004
karambit | doppler (factory new),872.0796
bayonet | gamma doppler (factory new),869.7267
stattrak ak-47 | fuel injector (factory new),867.1599
stattrak butterfly knife | blue steel (field-tested),857.3298
bayonet | lore (minimal wear),835.7259
m9 bayonet | slaughter (factory new),834.1263
butterfly knife | blue steel (field-tested),829.932
mag-7 | cinquedea (factory new),828.2301
m9 bayonet | doppler (factory new),816.0657
bayonet | fade (minimal wear),814.7823
stattrak butterfly knife | case hardened (well-worn),809.1744
m9 bayonet | case hardened (factory new),807.2679
stattrak paracord knife | fade (factory new),804.3663
m9 bayonet | doppler (factory new),801.2136
talon knife | doppler (factory new),800.0046
karambit | lore (field-tested),793.9875
